resource,development-policy-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date,slug
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.769213 51.573913,-0.768778 51.574097,-0.768689 51.574020,-0.769120 51.573830,-0.769213 51.573913)))",DEDMERE RISE FORMER PLAYGROUND - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.778373 51.633381,-0.777260 51.633119,-0.775979 51.632814,-0.777198 51.631524,-0.778343 51.631874,-0.778749 51.631964,-0.779349 51.632035,-0.779870 51.632008,-0.779883 51.632764,-0.779792 51.633121,-0.779236 51.632938,-0.779012 51.633211,-0.778782 51.633322,-0.778373 51.633381)))",DESBOROUGH CASTLE OPEN SPACE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.765812 51.633610,-0.765530 51.633446,-0.765245 51.633277,-0.765382 51.633186,-0.765381 51.633159,-0.765916 51.633455,-0.766067 51.633509,-0.765896 51.633636,-0.765812 51.633610)))",DESBOROUGH STREET PLAY AREA - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.693286 51.606338,-0.693071 51.606279,-0.692891 51.606126,-0.692869 51.606080,-0.692884 51.605944,-0.692980 51.605818,-0.693169 51.605721,-0.693454 51.605691,-0.693688 51.605745,-0.693870 51.605872,-0.693921 51.605971,-0.693922 51.606067,-0.693817 51.606216,-0.693590 51.606324,-0.693286 51.606338)))",DREAMS ROUNDABOUT - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.722212 51.616454,-0.721153 51.615934,-0.719970 51.615489,-0.720108 51.615356,-0.720208 51.615372,-0.722127 51.615991,-0.722570 51.616176,-0.722212 51.616454)))",EAST OF ABBEY BARN LANE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.888892 51.652191,-0.888531 51.651851,-0.888787 51.651640,-0.889283 51.651974,-0.889224 51.652089,-0.889109 51.652157,-0.888892 51.652191)))",EASTWOOD ROAD AMENITY SPACE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.831620 51.620585,-0.831508 51.620412,-0.831232 51.619996,-0.831552 51.619930,-0.831723 51.620192,-0.831923 51.620146,-0.832123 51.620457,-0.831620 51.620585)))",EDMONDS SHOPPING CENTRE AMENITY SPACE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.758570 51.615907,-0.758360 51.615876,-0.758246 51.616046,-0.758185 51.616024,-0.758289 51.615876,-0.758466 51.615789,-0.758573 51.615639,-0.758843 51.615645,-0.759000 51.615682,-0.759043 51.615720,-0.758868 51.615997,-0.758801 51.616005,-0.758570 51.615907)))",FAIR RIDGE AMENITY SPACE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.710722 51.576400,-0.711090 51.576118,-0.711265 51.576023,-0.711534 51.575963,-0.711875 51.575950,-0.711916 51.576183,-0.711599 51.576262,-0.710909 51.576525,-0.710722 51.576400)))",FIELDHEAD GARDENS AMENITY SPACE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.681407 51.596373,-0.681576 51.596566,-0.681542 51.596582,-0.681026 51.596126,-0.680154 51.595436,-0.680227 51.595419,-0.680167 51.595326,-0.680074 51.595308,-0.679360 51.594226,-0.679412 51.594171,-0.679353 51.594081,-0.679653 51.594003,-0.679772 51.594449,-0.679904 51.594767,-0.680363 51.595469,-0.680512 51.595633,-0.680934 51.595919,-0.681206 51.596058,-0.681454 51.596336,-0.681407 51.596373)))",FIVE ACRES RIVER WALK - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.770868 51.574414,-0.771481 51.574968,-0.768755 51.575159,-0.767185 51.575330,-0.766717 51.574883,-0.768358 51.574172,-0.768448 51.574254,-0.769213 51.573913,-0.770014 51.574617,-0.770868 51.574414)))",FOXES PIECE ALLOTMENT GARDENS - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.770443 51.576210,-0.770356 51.576156,-0.770377 51.576061,-0.771204 51.575379,-0.771474 51.575216,-0.771579 51.575219,-0.771663 51.575272,-0.771672 51.575328,-0.771165 51.575680,-0.770542 51.576213,-0.770443 51.576210)),((-0.771810 51.575235,-0.771674 51.575116,-0.772299 51.574819,-0.772382 51.574909,-0.772351 51.574972,-0.771810 51.575235)))",FOXES PIECE AMENITY SPACE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.851704 51.604765,-0.851210 51.604825,-0.851054 51.604361,-0.852516 51.604165,-0.852648 51.604570,-0.852213 51.604620,-0.852226 51.604661,-0.851692 51.604725,-0.851704 51.604765)))",FRIETH C OF E PRIMARY SCHOOL - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.752632 51.631643,-0.752640 51.631532,-0.752556 51.631043,-0.752556 51.630765,-0.752730 51.630752,-0.752873 51.630795,-0.752927 51.630867,-0.752903 51.630964,-0.752863 51.630997,-0.752823 51.631233,-0.752843 51.631279,-0.752831 51.631335,-0.752783 51.631362,-0.752747 51.631642,-0.752632 51.631643)))",FROGMOOR CIVIC SPACE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.729086 51.621333,-0.729636 51.620868,-0.729671 51.620883,-0.729714 51.620846,-0.729680 51.620830,-0.730342 51.620271,-0.730435 51.620311,-0.730343 51.620443,-0.730446 51.620478,-0.730322 51.620654,-0.730248 51.620681,-0.730522 51.620792,-0.730848 51.620832,-0.730718 51.620998,-0.730761 51.621173,-0.730738 51.621236,-0.730516 51.621342,-0.730213 51.621549,-0.729741 51.621636,-0.729310 51.621594,-0.729086 51.621333)))",FUNGES MEADOW NATURE RESERVE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.756993 51.577336,-0.757149 51.577572,-0.757007 51.577607,-0.756933 51.577578,-0.756637 51.577030,-0.756620 51.576815,-0.756650 51.576738,-0.756917 51.577102,-0.756896 51.577142,-0.757019 51.577317,-0.756993 51.577336)),((-0.756689 51.576240,-0.756836 51.575464,-0.756852 51.575421,-0.756985 51.575431,-0.756830 51.576292,-0.756739 51.576319,-0.756689 51.576240)))",GLOBE PARK TREE BELT - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.685986 51.596556,-0.685955 51.596526,-0.686059 51.596525,-0.686061 51.596494,-0.685897 51.596372,-0.685952 51.596325,-0.685916 51.596285,-0.685818 51.596289,-0.685578 51.596111,-0.685601 51.596102,-0.685577 51.596046,-0.685674 51.596004,-0.685603 51.595933,-0.685639 51.595919,-0.685231 51.595629,-0.685255 51.595593,-0.685420 51.595534,-0.685538 51.595550,-0.686256 51.596351,-0.686305 51.596455,-0.685993 51.596577,-0.685986 51.596556)))",GLORY MILL OPEN SPACE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.710106 51.656293,-0.709957 51.656401,-0.710123 51.656202,-0.709972 51.656126,-0.709517 51.656181,-0.709287 51.656314,-0.709108 51.656264,-0.705706 51.654730,-0.704971 51.654493,-0.705604 51.654218,-0.706953 51.653893,-0.710853 51.655697,-0.710106 51.656293)))",GORDONS WOOD - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.782777 51.644364,-0.781905 51.644383,-0.781657 51.644426,-0.781377 51.644526,-0.781261 51.644475,-0.781111 51.644460,-0.781376 51.644119,-0.781325 51.644105,-0.781537 51.643880,-0.781563 51.643914,-0.781552 51.643993,-0.781639 51.643998,-0.781650 51.644043,-0.781732 51.644047,-0.781752 51.644006,-0.782183 51.644029,-0.782179 51.644181,-0.782139 51.644180,-0.782141 51.644132,-0.782030 51.644136,-0.782024 51.644295,-0.782772 51.644293,-0.782777 51.644364)))",GRAYS LANE AMENITY SPACE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.780997 51.644485,-0.781194 51.644463,-0.781377 51.644526,-0.781231 51.644612,-0.780245 51.644323,-0.779396 51.644017,-0.778648 51.643880,-0.777976 51.643714,-0.777602 51.643864,-0.777671 51.643796,-0.777885 51.643686,-0.778004 51.643669,-0.778182 51.643695,-0.779555 51.644010,-0.780148 51.644243,-0.780997 51.644485)))",GRAYS LANE FOOTPATH - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.729625 51.674089,-0.728987 51.673826,-0.729007 51.673807,-0.729606 51.674052,-0.730973 51.673455,-0.731185 51.673813,-0.731410 51.673764,-0.731432 51.673806,-0.731201 51.673843,-0.731368 51.674148,-0.729808 51.674342,-0.729625 51.674089)))",GREAT KINGSHILL ALLOTMENTS - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.747545 51.641363,-0.746842 51.641490,-0.745263 51.642152,-0.745099 51.642174,-0.744990 51.642158,-0.745192 51.642106,-0.745510 51.641936,-0.746013 51.641771,-0.746816 51.641430,-0.747488 51.641327,-0.747545 51.641363)))",GREEN HILL TREE BELT - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.868287 51.572164,-0.868439 51.572729,-0.867672 51.572801,-0.867437 51.572770,-0.867247 51.572701,-0.867040 51.572171,-0.866818 51.571311,-0.866630 51.570960,-0.866471 51.570759,-0.868235 51.570700,-0.868354 51.570860,-0.868649 51.571112,-0.868946 51.572059,-0.868287 51.572164)))",HAMBLEDEN CRICKET GROUND - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.745844 51.637625,-0.746210 51.636616,-0.746390 51.636637,-0.746470 51.636424,-0.747384 51.636045,-0.747736 51.636072,-0.747689 51.636208,-0.747605 51.636196,-0.747575 51.636284,-0.747427 51.636318,-0.747218 51.636238,-0.746867 51.636592,-0.747081 51.636674,-0.747209 51.636544,-0.747427 51.636623,-0.747906 51.636674,-0.747914 51.636714,-0.747704 51.637273,-0.747636 51.637346,-0.746917 51.637611,-0.746263 51.637940,-0.745844 51.637625)))",HAMILTON COMBINED SCHOOL - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.747830 51.637829,-0.747524 51.637799,-0.747312 51.637672,-0.747285 51.637615,-0.747871 51.637413,-0.747958 51.637553,-0.747725 51.637790,-0.747830 51.637829)))",HAMILTON COURT/MAITLAND DRIVE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.783200 51.577535,-0.782838 51.577298,-0.782897 51.577269,-0.782088 51.576561,-0.783237 51.576047,-0.782467 51.575401,-0.783012 51.575143,-0.783470 51.575189,-0.785317 51.575575,-0.784870 51.575808,-0.784765 51.575939,-0.784751 51.576035,-0.784781 51.576175,-0.784827 51.576239,-0.785346 51.576670,-0.783552 51.577610,-0.783345 51.577448,-0.783200 51.577535)))",HANGING HILL ALLOTMENTS - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.717268 51.635385,-0.717479 51.635249,-0.717599 51.635014,-0.717673 51.634738,-0.717649 51.634359,-0.717549 51.634026,-0.717260 51.633670,-0.716940 51.633360,-0.716128 51.632808,-0.714891 51.632446,-0.714318 51.632360,-0.713670 51.632364,-0.711891 51.632543,-0.711596 51.632512,-0.711383 51.632383,-0.711260 51.632195,-0.711328 51.631939,-0.711574 51.631427,-0.711815 51.631092,-0.712072 51.630655,-0.712345 51.630647,-0.712366 51.631097,-0.712418 51.631364,-0.712683 51.631870,-0.712855 51.631977,-0.712937 51.631912,-0.713080 51.631976,-0.713220 51.631983,-0.714048 51.631847,-0.714122 51.631816,-0.714296 51.631651,-0.714720 51.631718,-0.714931 51.631722,-0.715024 51.631690,-0.715409 51.631802,-0.716614 51.631885,-0.716811 51.631938,-0.717824 51.632678,-0.717750 51.632721,-0.718013 51.632914,-0.718038 51.632932,-0.718115 51.632892,-0.718593 51.633242,-0.718480 51.633286,-0.718788 51.633517,-0.719676 51.634103,-0.720735 51.634864,-0.719659 51.635444,-0.719349 51.635248,-0.719430 51.635098,-0.718991 51.634982,-0.718374 51.634933,-0.718343 51.634934,-0.718354 51.634988,-0.718066 51.635090,-0.717746 51.635341,-0.717338 51.635432,-0.717219 51.635407,-0.717268 51.635385),(-0.717463 51.635319,-0.717435 51.635302,-0.717383 51.635335,-0.717412 51.635353,-0.717463 51.635319)))",HANGINGCROFT AND HIGHFIELD WOODS - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.724168 51.639601,-0.723305 51.639393,-0.723181 51.639387,-0.723178 51.639367,-0.723309 51.639168,-0.723692 51.639255,-0.723916 51.639165,-0.724041 51.639285,-0.724093 51.639440,-0.724213 51.639511,-0.724168 51.639601)))",HARDENWAYE ALLOTMENTS - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.754319 51.641967,-0.753956 51.641860,-0.754118 51.641785,-0.754079 51.640926,-0.753878 51.640940,-0.753923 51.639871,-0.754261 51.639920,-0.754784 51.640076,-0.755200 51.640156,-0.755723 51.640138,-0.755753 51.640227,-0.755180 51.640224,-0.754253 51.640008,-0.754220 51.640814,-0.754319 51.641967)))",HARISSONS TREE BELT - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.696629 51.577519,-0.696379 51.577288,-0.696157 51.577222,-0.696277 51.577161,-0.696428 51.577163,-0.696619 51.577288,-0.696708 51.577409,-0.696688 51.577553,-0.696474 51.577846,-0.696407 51.577896,-0.696338 51.577834,-0.696411 51.577803,-0.696629 51.577519)),((-0.695773 51.576764,-0.695830 51.576756,-0.696137 51.576975,-0.696182 51.577044,-0.696164 51.577105,-0.696070 51.577155,-0.696041 51.576993,-0.695773 51.576764)))",HAWKS HILL ROAD VERGE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.716265 51.648679,-0.715793 51.648826,-0.715580 51.648924,-0.715551 51.648900,-0.715385 51.648914,-0.715183 51.648987,-0.714869 51.648687,-0.715235 51.648507,-0.715578 51.648393,-0.716335 51.648061,-0.716687 51.647859,-0.717161 51.648236,-0.716882 51.648357,-0.716918 51.648389,-0.716238 51.648630,-0.716265 51.648679)))",HAZLEMERE CE COMBINED SCHOOL - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.721123 51.651121,-0.720465 51.651205,-0.719060 51.651274,-0.718813 51.650721,-0.718541 51.649924,-0.718363 51.649591,-0.719340 51.649213,-0.720247 51.648995,-0.721123 51.651121)))",HAZLEMERE RECREATION GROUND (EAST) - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.773302 51.575328,-0.773286 51.575316,-0.773518 51.575227,-0.774197 51.575816,-0.773951 51.575895,-0.773302 51.575328)))",HERONS PLACE AMENITY SPACE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.731925 51.622774,-0.731945 51.622757,-0.731846 51.622709,-0.731778 51.622801,-0.731129 51.622611,-0.731402 51.622247,-0.731513 51.622245,-0.732314 51.622458,-0.732071 51.622677,-0.732020 51.622680,-0.731950 51.622784,-0.731925 51.622774)))",HIGH WYCOMBE BOWLING CLUB - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.757479 51.627569,-0.757103 51.627905,-0.756130 51.627461,-0.756374 51.627082,-0.756414 51.627099,-0.756372 51.627136,-0.756495 51.627189,-0.756537 51.627152,-0.757479 51.627569)))",HIGH WYCOMBE C of E COMBINED SCHOOL - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.733449 51.623703,-0.732886 51.623566,-0.732264 51.623403,-0.732452 51.623124,-0.733623 51.623421,-0.733449 51.623703)))",HIGH WYCOMBE LAWN TENNIS CLUB - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.748963 51.631610,-0.748523 51.631605,-0.748226 51.631547,-0.748196 51.631586,-0.747950 51.631508,-0.747586 51.631452,-0.747930 51.630658,-0.748170 51.630681,-0.749205 51.630943,-0.748854 51.631457,-0.749058 51.631527,-0.748963 51.631610)))",HIGH WYCOMBE MUSEUM GROUNDS - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.770406 51.644926,-0.770356 51.644872,-0.770294 51.644601,-0.770327 51.644552,-0.770441 51.644541,-0.770714 51.644604,-0.770784 51.644651,-0.770788 51.644710,-0.770701 51.644801,-0.770521 51.644925,-0.770406 51.644926)))",HITHERCROFT ROAD AMENITY SPACE - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.837524 51.618122,-0.836766 51.617945,-0.837021 51.617533,-0.837525 51.616973,-0.837870 51.616894,-0.838531 51.617058,-0.838923 51.617096,-0.838899 51.617211,-0.838807 51.617387,-0.838748 51.617693,-0.837837 51.617576,-0.837524 51.618122),(-0.837286 51.617941,-0.837336 51.617951,-0.837386 51.617863,-0.837028 51.617762,-0.836987 51.617838,-0.837018 51.617845,-0.836996 51.617889,-0.837206 51.617926,-0.837219 51.617902,-0.837298 51.617919,-0.837286 51.617941)))",HOLY TRINITY CHURCH - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.717030 51.649486,-0.716845 51.649568,-0.716318 51.649094,-0.716506 51.649043,-0.716489 51.649020,-0.716526 51.648984,-0.716914 51.648859,-0.716849 51.648779,-0.716987 51.648733,-0.717108 51.648823,-0.717355 51.648818,-0.717651 51.649244,-0.717395 51.649324,-0.717236 51.649084,-0.717001 51.649151,-0.716884 51.649128,-0.716866 51.649087,-0.716754 51.649091,-0.716738 51.649122,-0.716834 51.649204,-0.716820 51.649245,-0.716913 51.649305,-0.717261 51.649209,-0.717363 51.649335,-0.717341 51.649369,-0.717030 51.649486)))",HOLY TRINITY CHURCHYARD - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.729755 51.622880,-0.729776 51.622838,-0.729685 51.622808,-0.729747 51.622788,-0.729603 51.622616,-0.729534 51.622637,-0.729553 51.622594,-0.729358 51.622558,-0.729378 51.622517,-0.729310 51.622505,-0.729357 51.622472,-0.729117 51.622362,-0.728819 51.622120,-0.727593 51.621975,-0.727568 51.622067,-0.727134 51.622040,-0.726540 51.621950,-0.726642 51.621848,-0.727158 51.621919,-0.728140 51.621880,-0.728703 51.621981,-0.728939 51.622060,-0.729336 51.622402,-0.729537 51.622443,-0.729962 51.622941,-0.729755 51.622880)))",HOMEBASE TREE BELT - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
bf15ed030a1201b4ba9359ad051fe920965102701cad70e7c1af2d4cf0ae81f3,W23,,,2021-01-08,"MULTIPOLYGON (((-0.726760 51.617662,-0.726536 51.617535,-0.727687 51.617429,-0.728039 51.617268,-0.728508 51.617154,-0.728672 51.616971,-0.729324 51.616474,-0.729634 51.615942,-0.729599 51.615877,-0.729114 51.615630,-0.728600 51.615475,-0.728543 51.615395,-0.728520 51.615232,-0.727651 51.614798,-0.727297 51.614488,-0.727142 51.614245,-0.726896 51.613998,-0.727975 51.613736,-0.729882 51.613130,-0.729932 51.613143,-0.730270 51.613045,-0.730464 51.613235,-0.730661 51.613317,-0.731276 51.613455,-0.731607 51.613657,-0.732159 51.613804,-0.732338 51.613680,-0.732469 51.613673,-0.733731 51.614194,-0.734126 51.614160,-0.734607 51.614412,-0.735098 51.614569,-0.736099 51.614766,-0.736537 51.614881,-0.736669 51.615075,-0.736792 51.615374,-0.736885 51.615849,-0.737650 51.617424,-0.737697 51.617472,-0.737902 51.617459,-0.738237 51.617511,-0.739030 51.617682,-0.739602 51.617952,-0.740690 51.618109,-0.741135 51.618273,-0.741630 51.618545,-0.741711 51.618625,-0.741345 51.618927,-0.741067 51.619297,-0.741624 51.620050,-0.741060 51.619977,-0.740514 51.619854,-0.740080 51.620163,-0.739989 51.620341,-0.739994 51.620414,-0.740076 51.620481,-0.740327 51.620515,-0.740350 51.620681,-0.739114 51.620939,-0.739094 51.620965,-0.738506 51.621104,-0.738550 51.621291,-0.738297 51.621863,-0.738893 51.622017,-0.739257 51.622182,-0.740005 51.622436,-0.739988 51.622461,-0.740947 51.622727,-0.740963 51.622704,-0.742782 51.623239,-0.742574 51.623501,-0.743976 51.624071,-0.746903 51.625041,-0.746741 51.625279,-0.746490 51.625095,-0.746359 51.625067,-0.746139 51.625074,-0.745861 51.624993,-0.744764 51.624540,-0.743870 51.624222,-0.743631 51.624098,-0.743293 51.624015,-0.741078 51.623268,-0.740441 51.623081,-0.739861 51.623028,-0.739317 51.622920,-0.738461 51.622648,-0.737663 51.622320,-0.737280 51.622099,-0.737132 51.621986,-0.736942 51.621748,-0.736880 51.621728,-0.736805 51.621747,-0.736802 51.621608,-0.736744 51.621569,-0.736711 51.621592,-0.736552 51.621581,-0.736255 51.621388,-0.735996 51.621293,-0.735810 51.621249,-0.735586 51.621274,-0.735449 51.621231,-0.735606 51.620794,-0.736306 51.620182,-0.736707 51.619955,-0.737290 51.619717,-0.738327 51.619381,-0.738821 51.619269,-0.738821 51.619172,-0.738779 51.619093,-0.738611 51.618984,-0.738451 51.618945,-0.737843 51.618906,-0.736952 51.618756,-0.736540 51.618771,-0.734738 51.618656,-0.734276 51.618848,-0.733765 51.619127,-0.733066 51.619415,-0.732719 51.619586,-0.732530 51.619739,-0.729611 51.618889,-0.728521 51.618628,-0.727327 51.617810,-0.726760 51.618131,-0.726602 51.618022,-0.726609 51.617973,-0.726508 51.617901,-0.726447 51.617920,-0.726377 51.617877,-0.726760 51.617662)))",KEEP HILL AND DEAN GARDEN WOOD - Green Space,local-authority-eng:BUC,,/development-policy-area/local-authority-eng/BUC/W23
